Id,gripForce
0,47.18117417616779
1,54.50954369808431
2,29.691592560566903
3,43.843211579895545
4,34.30484711996748
5,56.95905971206226
6,30.234099902812787
7,51.979940470618104
8,28.46232134485965
9,44.4444663177176
10,61.84666390021295
11,52.47887977196214
12,53.89876541763706
13,56.55639936155089
14,48.99906670898859
15,32.22558038308319
16,55.976809587371555
17,29.02496685658232
18,54.10254305716299
19,29.38088172131016
20,34.86915033893584
21,54.03437043258076
22,46.331119755132946
23,49.805581467249574
24,31.11902507434238
25,47.54342805125762
26,34.88200130217634
27,33.83142977275652
28,46.74556211805829
29,49.863351488306456
30,52.18604213926734
31,44.05502001504272
32,36.97499270174222
33,54.579640205588476
34,30.469554028031993
35,46.911247785727205
36,35.60771196307132
37,54.087422103488755
38,31.957476629933804
39,48.60493572470428
40,59.885277677274935
41,55.14820980091432
42,32.93739257901038
43,55.397985037789766
44,50.32718457019928
45,55.260532246915794
46,55.044191569404084
47,47.60114958274397
48,53.15651298209093
49,50.343540667842056
50,33.647676543842174
51,53.98157399551828
52,27.82391596175135
53,56.962783510736664
54,33.78176204729529
55,52.20016919932232
56,27.81559655640491
57,50.388963888578715
58,33.76271491181777
59,30.900665373375336
60,45.93700686405631
61,48.88708102375424
62,31.145663573725887
63,28.765462491295896
64,46.31963662531033
65,31.57624516365067
66,40.13965077126708
67,49.016689561352756
68,58.21875102736562
69,42.35011047527159
70,31.293302323592552
71,46.84837414464731
72,50.5834531324538
73,50.99940734829353
74,32.3452475919362
75,58.72724113792815
76,48.75116560981877
77,47.74858971790666
78,58.633013426296195
79,51.225307556365294
80,28.50054840322947
81,48.66036952820863
82,28.579061834657367
83,31.729396208459857
84,28.519187132286337
85,51.27921666167228
86,27.07654232236822
87,54.08422939614577
88,52.722004165829084
89,29.573897476247694
90,24.69683724186964
91,44.22896227394869
92,29.698841725435177
93,31.923704627955015
94,50.791011487823795
95,31.60435910725614
96,58.21707445233154
97,51.102646860404384
98,55.68242248771517
99,54.358386809881296
100,56.380559214691175
101,50.051052880319155
102,69.0332134703486
103,37.69465202778783
104,54.98412371021986
105,48.7051633580106
106,51.70489936395786
107,46.49085155788751
108,30.43934081712151
109,49.49635749041506
110,30.920641484272835
111,29.044736085082565
112,50.063633000057614
